filepath,class_name,label_idx
..\..\data\plantvillage_raw\Soybean___healthy\8415b734-3764-47a6-9926-1e72764c031e___RS_HL 5178.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8c8d833d-292d-430f-81f4-7aeb2bcfe329___YLCV_NREC 0115.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Septoria_leaf_spot\9b3e8e25-fd25-4757-b82f-11196ce2fd62___Keller.St_CG 1856.JPG,Tomato___Septoria_leaf_spot,32
..\..\data\plantvillage_raw\Soybean___healthy\7727dd52-e294-4d4f-af5a-d0a2b092bf64___RS_HL 5441.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Tomato___Early_blight\7828bbde-4f60-441e-be89-6cedd12f1c1c___RS_Erly.B 7830.JPG,Tomato___Early_blight,29
..\..\data\plantvillage_raw\Tomato___Bacterial_spot\62d0ccb6-69ee-4a28-989f-134785b48a6a___GCREC_Bact.Sp 6287.JPG,Tomato___Bacterial_spot,28
..\..\data\plantvillage_raw\Grape___Esca_(Black_Measles)\3306483f-5feb-42e3-9c39-0a0b29ac1959___FAM_B.Msls 1767.JPG,Grape___Esca_(Black_Measles),12
..\..\data\plantvillage_raw\Peach___Bacterial_spot\bd51cfe4-1b1f-4d30-8158-f3c7ed77dca4___Rut._Bact.S 1339.JPG,Peach___Bacterial_spot,16
..\..\data\plantvillage_raw\Grape___Black_rot\c2933564-acb1-436f-a45c-5b6a5ab5be6f___FAM_B.Rot 3314.JPG,Grape___Black_rot,11
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7a715b09-e475-41fc-89ca-893ddd45e0df___UF.GRC_YLCV_Lab 01883.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Soybean___healthy\85f4524b-89ad-41b5-99d5-9b3d1d40627d___RS_HL 5631 1.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Tomato___Late_blight\0418161a-871a-4d36-b988-c95f89e0feaf___RS_Late.B 7063.JPG,Tomato___Late_blight,30
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\cb4cd7c2-b3e9-496a-9d61-8a80b6bb0e11___UF.GRC_YLCV_Lab 03049.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Peach___Bacterial_spot\d956ea20-a1b5-4257-b00f-3834875a92e0___Rut._Bact.S 1335.JPG,Peach___Bacterial_spot,16
..\..\data\plantvillage_raw\Soybean___healthy\30f0b175-026a-4f1a-a196-7a77c2a4b0a5___RS_HL 4036.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Soybean___healthy\3e33f778-45c7-47a7-86b9-909e967cf585___RS_HL 5058.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Tomato___Leaf_Mold\2aa4f976-9ac1-496d-9b58-0ec03e4bbad8___Crnl_L.Mold 7067.JPG,Tomato___Leaf_Mold,31
..\..\data\plantvillage_raw\Corn_(maize)___healthy\59f7744f-c282-416c-8387-cdbbb195cd4f___R.S_HL 7928 copy.jpg,Corn_(maize)___healthy,10
..\..\data\plantvillage_raw\Tomato___Target_Spot\cecb6799-01be-4851-affd-7d6781e1ea62___Com.G_TgS_FL 0894.JPG,Tomato___Target_Spot,34
..\..\data\plantvillage_raw\Soybean___healthy\2e6c486c-642d-4dea-a1c5-6afa288ae891___RS_HL 5754 1.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Soybean___healthy\9074e470-e166-455e-8205-cc4ade4bc334___RS_HL 4909.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Blueberry___healthy\130aa260-b22a-4259-b63d-fb0a1cd4bd40___RS_HL 2643.JPG,Blueberry___healthy,4
..\..\data\plantvillage_raw\Tomato___Leaf_Mold\354c1fb7-f8ee-4a39-af91-0e5ef49b20bb___Crnl_L.Mold 8959.JPG,Tomato___Leaf_Mold,31
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\b33e7c89-b39b-4a4a-8007-5f2f7f97587d___CREC_HLB 4781.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Squash___Powdery_mildew\20754a8d-4984-4f9b-b49b-638f8fab6aa2___MD_Powd.M 0614.JPG,Squash___Powdery_mildew,25
..\..\data\plantvillage_raw\Soybean___healthy\93e0db5b-8cb1-4b1a-b9b1-382908aff12d___RS_HL 4614.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Tomato___healthy\000146ff-92a4-4db6-90ad-8fce2ae4fddd___GH_HL Leaf 259.1.JPG,Tomato___healthy,37
..\..\data\plantvillage_raw\Corn_(maize)___healthy\46277fc4-d989-4a82-ac74-719142e16f21___R.S_HL 7943 copy 2.jpg,Corn_(maize)___healthy,10
..\..\data\plantvillage_raw\Soybean___healthy\9590e314-49d3-4451-a028-7ce8ad848b58___RS_HL 3207.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Soybean___healthy\d13756c8-abfa-4e98-bafd-ddb960c09ad6___RS_HL 3384.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Tomato___Target_Spot\42745c34-b8ec-44b1-8107-879222ac07d1___Com.G_TgS_FL 0866.JPG,Tomato___Target_Spot,34
..\..\data\plantvillage_raw\Squash___Powdery_mildew\18b45cec-9cde-4ac9-bc7b-01f22c3ba5f3___MD_Powd.M 0892.JPG,Squash___Powdery_mildew,25
..\..\data\plantvillage_raw\Potato___Late_blight\520c0e9a-1ba4-44fa-aa60-dcdf018a00b3___RS_LB 2850.JPG,Potato___Late_blight,21
..\..\data\plantvillage_raw\Apple___healthy\dbe783c1-f25b-4c7b-9151-4f4abab0ec31___RS_HL 5701.JPG,Apple___healthy,3
..\..\data\plantvillage_raw\Tomato___Target_Spot\315fed46-d81c-4e73-9e75-b264ce20ddc6___Com.G_TgS_FL 8019.JPG,Tomato___Target_Spot,34
"..\..\data\plantvillage_raw\Pepper,_bell___healthy\d009f25f-266f-4369-b6d1-11e5fea7a08f___JR_HL 7816.JPG","Pepper,_bell___healthy",19
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\cbe83832-07dd-4fbc-ba28-75e0542b290d___UF.Citrus_HLB_Lab 1400.JPG,Orange___Haunglongbing_(Citrus_greening),15
"..\..\data\plantvillage_raw\Pepper,_bell___healthy\c0f919fb-1cbb-47e6-9308-87796ab6acac___JR_HL 8734.JPG","Pepper,_bell___healthy",19
..\..\data\plantvillage_raw\Grape___Esca_(Black_Measles)\a8a0b6d4-66b5-4632-b593-646a0ecec674___FAM_B.Msls 1285.JPG,Grape___Esca_(Black_Measles),12
"..\..\data\plantvillage_raw\Pepper,_bell___Bacterial_spot\e6a69573-7581-4904-91f1-461aa3ad8038___JR_B.Spot 3349.JPG","Pepper,_bell___Bacterial_spot",18
..\..\data\plantvillage_raw\Cherry_(including_sour)___healthy\4b59856f-7264-4328-a7a3-0a84649f8e89___JR_HL 9642.JPG,Cherry_(including_sour)___healthy,6
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\7344c6d9-376a-4493-9f69-563fd82b4f01___CREC_HLB 7664.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Squash___Powdery_mildew\551e027c-a738-4708-a365-dc7b80163de0___UMD_Powd.M 9903.JPG,Squash___Powdery_mildew,25
..\..\data\plantvillage_raw\Tomato___Target_Spot\ab2f57d3-2cd1-492e-8785-111b062792c6___Com.G_TgS_FL 9984.JPG,Tomato___Target_Spot,34
..\..\data\plantvillage_raw\Potato___Early_blight\b54a2105-b9a4-4665-9e34-44df46d0be5a___RS_Early.B 8507.JPG,Potato___Early_blight,20
..\..\data\plantvillage_raw\Cherry_(including_sour)___healthy\02b90e70-80a6-415d-b6a8-07e22dead5c4___JR_HL 9892.JPG,Cherry_(including_sour)___healthy,6
..\..\data\plantvillage_raw\Tomato___Bacterial_spot\a3e27be0-e5c9-48dd-8305-dc2725c52ebd___GCREC_Bact.Sp 3853.JPG,Tomato___Bacterial_spot,28
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\5f3726ab-a0d3-4a26-b6c4-e72c4df6360d___UF.Citrus_HLB_Lab 1687.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Tomato___Bacterial_spot\abf11f35-e792-4cab-a428-38314c5b9b66___GCREC_Bact.Sp 5757.JPG,Tomato___Bacterial_spot,28
..\..\data\plantvillage_raw\Tomato___Septoria_leaf_spot\cffae6ca-ff80-4c1f-9fbf-451d39a94a80___JR_Sept.L.S 8518.JPG,Tomato___Septoria_leaf_spot,32
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\ff6441c8-7c51-4f49-8ad3-a557bc0de3e2___UF.Citrus_HLB_Lab 0153.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Soybean___healthy\9873e037-9740-4636-a112-85638f15b81b___RS_HL 6418.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Peach___Bacterial_spot\9273fe1b-de0a-40c4-9e7d-259de36da678___Rutg._Bact.S 1983.JPG,Peach___Bacterial_spot,16
"..\..\data\plantvillage_raw\Pepper,_bell___Bacterial_spot\176a9f0a-b815-4e4d-88d4-0960610f723b___NREC_B.Spot 1820.JPG","Pepper,_bell___Bacterial_spot",18
..\..\data\plantvillage_raw\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\a1469efa-21bd-4e90-9555-4740382de7ee___FAM_L.Blight 4810.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13
..\..\data\plantvillage_raw\Tomato___Septoria_leaf_spot\388bbf02-8689-4a87-8fac-ec29b6e9268e___Matt.S_CG 6504.JPG,Tomato___Septoria_leaf_spot,32
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\9f1dd467-0a81-42ed-a139-c4521e063fef___UF.Citrus_HLB_Lab 0969.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Potato___Late_blight\b14b93eb-5c1b-4df8-a30f-17afd953e7fc___RS_LB 4101.JPG,Potato___Late_blight,21
..\..\data\plantvillage_raw\Potato___Late_blight\8542cb42-d817-4850-b42f-1fa7083e37d9___RS_LB 4780.JPG,Potato___Late_blight,21
"..\..\data\plantvillage_raw\Pepper,_bell___healthy\4daa16b4-51ec-45a3-8617-b6b61562d8a5___JR_HL 8218.JPG","Pepper,_bell___healthy",19
..\..\data\plantvillage_raw\Tomato___Late_blight\4300d507-2800-47ef-9e34-d9719fad36dd___RS_Late.B 4885.JPG,Tomato___Late_blight,30
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\9cddbb63-f605-47e8-9455-014db4355106___UF.Citrus_HLB_Lab 1196.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Tomato___Bacterial_spot\e7dc7765-74e9-4cd8-94f1-a585c41bea16___GCREC_Bact.Sp 3267.JPG,Tomato___Bacterial_spot,28
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\2bbeec21-3e9f-4113-b4fc-19f08020a50c___CREC_HLB 4243.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\61425a6d-4f24-4306-b085-f91143e04be9___Com.G_SpM_FL 1385.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
..\..\data\plantvillage_raw\Strawberry___Leaf_scorch\91f549dd-815c-436d-840e-30ef630b0ce3___RS_L.Scorch 1073.JPG,Strawberry___Leaf_scorch,26
..\..\data\plantvillage_raw\Cherry_(including_sour)___Powdery_mildew\d38df747-e4a6-4243-b35d-1095e30e9274___FREC_Pwd.M 4553.JPG,Cherry_(including_sour)___Powdery_mildew,5
..\..\data\plantvillage_raw\Corn_(maize)___healthy\bd387a28-3b26-47d8-827b-062ae0a0f234___R.S_HL 7990 copy 2.jpg,Corn_(maize)___healthy,10
"..\..\data\plantvillage_raw\Pepper,_bell___healthy\ae016efb-ee4a-457c-8e91-788ddbbdaee4___JR_HL 7715.JPG","Pepper,_bell___healthy",19
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\5c3904f4-3df0-493b-a204-d57d1011004a___YLCV_GCREC 2766.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\333a86e3-ef4c-4e03-a4f5-2470ffc6fb9d___YLCV_NREC 2748.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Peach___Bacterial_spot\3b13dee2-a18c-4258-8f20-0bf8d327fefb___Rut._Bact.S 0897.JPG,Peach___Bacterial_spot,16
..\..\data\plantvillage_raw\Tomato___Late_blight\e1d00dcb-f2cb-41ca-8a45-a46c43e7c90e___GHLB2 Leaf 8697.JPG,Tomato___Late_blight,30
..\..\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\89956d0e-2500-4ed8-87a5-8b221c5b8f6b___Com.G_SpM_FL 8914.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
"..\..\data\plantvillage_raw\Pepper,_bell___Bacterial_spot\39a17538-d200-4dac-8dad-d76566b6b199___NREC_B.Spot 9173.JPG","Pepper,_bell___Bacterial_spot",18
..\..\data\plantvillage_raw\Corn_(maize)___healthy\f107d1f3-52c3-459b-ad51-5fb0719368da___R.S_HL 8283 copy.jpg,Corn_(maize)___healthy,10
..\..\data\plantvillage_raw\Soybean___healthy\7a6d2d1f-33a0-4e43-b39a-3337cf44ac61___RS_HL 4098.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ffe996e5-c8dc-47b7-bca2-4fc25e5ac57c___UF.GRC_YLCV_Lab 09602.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Leaf_Mold\b0eb89d7-6d76-4799-acfc-37426aeb4589___Crnl_L.Mold 6719.JPG,Tomato___Leaf_Mold,31
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\70009c19-7424-4ce8-96e8-9eef439e4c9e___UF.GRC_YLCV_Lab 02056.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\27772570-6dbb-40ae-b8a3-3234246b3aae___YLCV_GCREC 5167.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f26a6182-b3c3-4e0d-8866-d313e0c8fbc2___UF.GRC_YLCV_Lab 09579.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Potato___Early_blight\0f9c098f-a6df-4a73-8c14-8e7d4dbb1b0b___RS_Early.B 7991.JPG,Potato___Early_blight,20
..\..\data\plantvillage_raw\Corn_(maize)___healthy\7c7e1c48-88cd-4ea5-8e34-ce9a2a164880___R.S_HL 8300 copy.jpg,Corn_(maize)___healthy,10
..\..\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\0dd13a82-3fd8-426b-8a87-4e695c92d3b2___Com.G_SpM_FL 8829.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\852a4802-a414-418a-9518-6f1920c30d9a___UF.GRC_YLCV_Lab 09454.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Grape___healthy\fa55ec79-9e54-4cb7-a926-658fb7afe4d6___Mt.N.V_HL 9056.JPG,Grape___healthy,14
..\..\data\plantvillage_raw\Tomato___Leaf_Mold\d0049080-d379-4a5c-9407-1073f4d3ce3f___Crnl_L.Mold 8642.JPG,Tomato___Leaf_Mold,31
..\..\data\plantvillage_raw\Tomato___Late_blight\39d14e05-28cd-45c7-98b8-64ffb4552ed9___GHLB2 Leaf 9034.JPG,Tomato___Late_blight,30
..\..\data\plantvillage_raw\Squash___Powdery_mildew\ec04a14a-acf0-4560-b536-cdc54964a5f6___UMD_Powd.M 0495.JPG,Squash___Powdery_mildew,25
..\..\data\plantvillage_raw\Soybean___healthy\edbab8fb-3ef3-4321-80cb-e19c818bdcc7___RS_HL 4410.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Peach___Bacterial_spot\b456447f-2414-4666-90b1-1008a73f89d7___Rut._Bact.S 1179.JPG,Peach___Bacterial_spot,16
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8d7689ca-7734-4c78-a006-659c8cd9d1df___UF.GRC_YLCV_Lab 01532.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Septoria_leaf_spot\f271416e-cf7c-4683-bd74-c5a32e8ef82c___JR_Sept.L.S 2682.JPG,Tomato___Septoria_leaf_spot,32
..\..\data\plantvillage_raw\Apple___healthy\70e5bc17-eaff-43e3-b198-2658561b63b1___RS_HL 5866.JPG,Apple___healthy,3
..\..\data\plantvillage_raw\Corn_(maize)___healthy\e6b194e0-46a7-44d0-a99f-d48840ee3fd6___R.S_HL 7945 copy 2.jpg,Corn_(maize)___healthy,10
..\..\data\plantvillage_raw\Tomato___Target_Spot\f76c81a2-941e-4a7b-8ce1-ae366c83d87e___Com.G_TgS_FL 0708.JPG,Tomato___Target_Spot,34
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\9cd059c3-a4fd-4517-b70e-d6dcf88d7e6b___CREC_HLB 4871.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\d8c4f4fd-92b9-4e04-9b76-66285d2cd703___Com.G_SpM_FL 9611.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
..\..\data\plantvillage_raw\Tomato___Early_blight\9a86409c-60ef-4fb5-9783-665065eb5229___RS_Erly.B 7697.JPG,Tomato___Early_blight,29
..\..\data\plantvillage_raw\Tomato___Septoria_leaf_spot\a14b1dd0-e8ce-4c8c-82ff-0196c8507c14___JR_Sept.L.S 2522.JPG,Tomato___Septoria_leaf_spot,32
..\..\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\61563795-d070-46c1-99ad-2ed3cde171f7___Com.G_SpM_FL 9556.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
..\..\data\plantvillage_raw\Corn_(maize)___healthy\d68393c8-5c76-43cb-90a7-32e7b7e423b6___R.S_HL 0602 copy 2.jpg,Corn_(maize)___healthy,10
..\..\data\plantvillage_raw\Blueberry___healthy\910ccf17-7c70-4c12-9ac9-019cdcce67ce___RS_HL 0760.JPG,Blueberry___healthy,4
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6262e790-cfd9-4e45-bbbc-77db5c2064e7___YLCV_NREC 2328.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Squash___Powdery_mildew\13ec2edf-c024-4f74-8cf3-48d59807a37c___MD_Powd.M 0953.JPG,Squash___Powdery_mildew,25
..\..\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\4b79b80a-6ad9-41b3-9d6a-7b493c5c75a0___RS_NLB 4258.JPG,Corn_(maize)___Northern_Leaf_Blight,9
..\..\data\plantvillage_raw\Tomato___Bacterial_spot\b4181c58-367b-4289-a1f1-7d0ec04ebf58___GCREC_Bact.Sp 3555.JPG,Tomato___Bacterial_spot,28
..\..\data\plantvillage_raw\Peach___Bacterial_spot\647aa1b4-1838-42e9-b18e-a636d9f8c90c___Rut._Bact.S 0976.JPG,Peach___Bacterial_spot,16
..\..\data\plantvillage_raw\Tomato___Target_Spot\83bd6f9a-d5d3-4f7a-a370-089aada223b4___Com.G_TgS_FL 0771.JPG,Tomato___Target_Spot,34
..\..\data\plantvillage_raw\Tomato___Target_Spot\de3db84e-e8a6-482e-b06d-3ebc28876ec1___Com.G_TgS_FL 8163.JPG,Tomato___Target_Spot,34
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\0e23a57e-d332-48e5-929c-82c6afb7ec15___CREC_HLB 7405.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Tomato___healthy\edbb09c6-f6e6-4ce4-ac38-e4fa0b96f4c0___GH_HL Leaf 251.JPG,Tomato___healthy,37
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\3c05bb5b-6671-49aa-88b7-246f2bfd9996___YLCV_GCREC 2846.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Potato___Late_blight\04fe5855-ec9c-40b3-9893-ca8addc236bd___RS_LB 4913.JPG,Potato___Late_blight,21
..\..\data\plantvillage_raw\Cherry_(including_sour)___Powdery_mildew\c6d3f6f6-479f-41f0-adb2-6674181932f2___FREC_Pwd.M 0330.JPG,Cherry_(including_sour)___Powdery_mildew,5
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\419ceef1-688d-4689-a6fc-8b153c17293a___UF.GRC_YLCV_Lab 01456.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Bacterial_spot\43b71f8a-175a-4847-a2c8-69c7d2f59f10___GCREC_Bact.Sp 3476.JPG,Tomato___Bacterial_spot,28
..\..\data\plantvillage_raw\Corn_(maize)___healthy\d8951584-3661-4841-916c-faa8457e443a___R.S_HL 8158 copy.jpg,Corn_(maize)___healthy,10
..\..\data\plantvillage_raw\Soybean___healthy\c6c6effe-4040-43d5-914d-40258e891d4c___RS_HL 7471.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Blueberry___healthy\175f47c5-bdbe-4c0f-adc7-7042aeb05d5b___RS_HL 5081.JPG,Blueberry___healthy,4
..\..\data\plantvillage_raw\Tomato___Early_blight\669eda4d-aa2e-4d84-9146-c96b047eb70e___RS_Erly.B 6369.JPG,Tomato___Early_blight,29
..\..\data\plantvillage_raw\Tomato___Early_blight\efb0d54f-53c7-4a6a-a194-2bd449799c8c___RS_Erly.B 7726.JPG,Tomato___Early_blight,29
"..\..\data\plantvillage_raw\Pepper,_bell___Bacterial_spot\d00ae91b-e539-4877-ad89-ba6086bbeaf2___JR_B.Spot 9096.JPG","Pepper,_bell___Bacterial_spot",18
..\..\data\plantvillage_raw\Grape___Black_rot\4ea5f522-3623-4ee9-9a13-4ea63404c500___FAM_B.Rot 5070.JPG,Grape___Black_rot,11
..\..\data\plantvillage_raw\Corn_(maize)___healthy\ae06c7e3-e283-4359-9d98-2c97a1dd3e83___R.S_HL 8062 copy.jpg,Corn_(maize)___healthy,10
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\678794b1-6033-4625-8a4f-6940957f3368___UF.Citrus_HLB_Lab 1380.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Peach___Bacterial_spot\b1ca3cb6-f85d-4055-99a0-6f5e271ca3b4___Rutg._Bact.S 2289.JPG,Peach___Bacterial_spot,16
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\bf8d20c4-add2-4055-824e-70601e4962d9___UF.GRC_YLCV_Lab 01770.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Early_blight\654d7c11-664e-47c0-a6aa-c5c45a07e386___RS_Erly.B 7799.JPG,Tomato___Early_blight,29
..\..\data\plantvillage_raw\Potato___Early_blight\cf761f3d-755a-42b2-83cb-729443246c6a___RS_Early.B 7319.JPG,Potato___Early_blight,20
"..\..\data\plantvillage_raw\Pepper,_bell___healthy\2d71f791-64fd-4f1a-97f6-812780014edd___JR_HL 7653.JPG","Pepper,_bell___healthy",19
..\..\data\plantvillage_raw\Soybean___healthy\7c620bbf-6e9a-469c-98e0-26fb7b632ef5___RS_HL 4270.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\7678e310-c780-4483-ba2f-8b49eb90b4d4___UF.Citrus_HLB_Lab 1095.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Soybean___healthy\d6144acf-78ad-4891-af3f-b9750c71f318___RS_HL 4202.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Grape___Esca_(Black_Measles)\8fe9bc15-1894-49a0-aa41-920920c5bd32___FAM_B.Msls 4251.JPG,Grape___Esca_(Black_Measles),12
..\..\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\d3e6dd24-b056-4371-90c9-ee41bdbfbe71___RS_NLB 3788 copy 2.jpg,Corn_(maize)___Northern_Leaf_Blight,9
..\..\data\plantvillage_raw\Tomato___Bacterial_spot\0ac8c80f-6d67-46ee-b662-8265d9df9183___GCREC_Bact.Sp 6115.JPG,Tomato___Bacterial_spot,28
..\..\data\plantvillage_raw\Soybean___healthy\beccae9f-3e65-4e7b-9eb3-f9584cbdb89d___RS_HL 4627.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Cherry_(including_sour)___healthy\02818f40-58e6-4c7d-bfbc-372d89b2045b___JR_HL 4259.JPG,Cherry_(including_sour)___healthy,6
