filepath,label_idx,class_name
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Septoria_leaf_spot/2097ad9f-76af-47d8-b6f4-232437ba1f87___Matt.S_CG 1240.JPG,32,Tomato___Septoria_leaf_spot
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___healthy/0caff918-5807-40f2-b9e4-7dd34a7bab5d___RS_HL 0345.JPG,37,Tomato___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Soybean___healthy/468042db-a8e7-4b98-829b-4022f7c633c8___RS_HL 5721.JPG,24,Soybean___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Soybean___healthy/dd8e98a5-f355-427f-a901-d86f88e71ddb___RS_HL 6962.JPG,24,Soybean___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Soybean___healthy/57be3609-a36a-4a68-a37e-d12588cb12d5___RS_HL 5097.JPG,24,Soybean___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___healthy/e67f9352-aae3-45f5-9b36-f0da08037d51___RS_HL 9944.JPG,37,Tomato___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___healthy/5a7de071-ba6b-4a06-a3d4-eab0abdc6ecf___GH_HL Leaf 398.1.JPG,37,Tomato___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Apple___healthy/77004cfa-f435-49af-8435-7986927228ca___RS_HL 7609.JPG,3,Apple___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Grape___Black_rot/b25b0d71-87cf-4282-8d19-ff892142cbb7___FAM_B.Rot 0392.JPG,11,Grape___Black_rot
/workspace/leaf-jepa/data/plantvillage_raw/Corn_(maize)___Northern_Leaf_Blight/de023021-3b7a-4b88-bb83-7bcb09f80b6a___RS_NLB 4666 copy.jpg,9,Corn_(maize)___Northern_Leaf_Blight
/workspace/leaf-jepa/data/plantvillage_raw/Blueberry___healthy/9b1253fe-4f52-413c-9cc4-c2dc7b0d0cc3___RS_HL 5411.JPG,4,Blueberry___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Late_blight/e6636324-6e8e-4981-8bb7-5deafced5fbd___RS_Late.B 5228.JPG,30,Tomato___Late_blight
/workspace/leaf-jepa/data/plantvillage_raw/Peach___Bacterial_spot/96559513-d51c-4e2c-be13-77191b204317___Rut._Bact.S 1425.JPG,16,Peach___Bacterial_spot
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Tomato_Yellow_Leaf_Curl_Virus/de43da1d-a2c5-4840-b224-6bed63e56f51___YLCV_NREC 2635.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Septoria_leaf_spot/00f16858-f392-4d9e-ad9f-efab8049a13f___JR_Sept.L.S 8368.JPG,32,Tomato___Septoria_leaf_spot
/workspace/leaf-jepa/data/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/58d5d331-0ee1-4db8-bbab-3e0e8b7b5844___FREC_Pwd.M 0537.JPG,5,Cherry_(including_sour)___Powdery_mildew
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Late_blight/3fbc7d2b-b44e-4562-901f-61eed2e4e38c___RS_Late.B 6045.JPG,30,Tomato___Late_blight
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Leaf_Mold/5033c868-7977-4a3f-9705-1fb656e64459___Crnl_L.Mold 6813.JPG,31,Tomato___Leaf_Mold
/workspace/leaf-jepa/data/plantvillage_raw/Grape___Black_rot/e814944a-add2-472b-833e-c707570bf080___FAM_B.Rot 3133.JPG,11,Grape___Black_rot
/workspace/leaf-jepa/data/plantvillage_raw/Grape___Black_rot/815b764f-03af-4f27-9e7a-ceaa2a56c0e5___FAM_B.Rot 3193.JPG,11,Grape___Black_rot
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Tomato_Yellow_Leaf_Curl_Virus/711bb3ff-a4d2-4f24-b8f8-6b5e3cbe6cbd___YLCV_NREC 2822.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
/workspace/leaf-jepa/data/plantvillage_raw/Soybean___healthy/a16cdfbc-0134-4351-9bdb-5cc93d1b71e2___RS_HL 5912.JPG,24,Soybean___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Late_blight/ada20abd-9779-4e32-b331-1ba7b490b36e___GHLB2 Leaf 92.JPG,30,Tomato___Late_blight
/workspace/leaf-jepa/data/plantvillage_raw/Peach___Bacterial_spot/14cb4649-26c3-4d82-b503-4b2ec22d093c___Rutg._Bact.S 1484.JPG,16,Peach___Bacterial_spot
/workspace/leaf-jepa/data/plantvillage_raw/Potato___Late_blight/ca14c4bc-c9a5-4294-835e-6c3b81e61496___RS_LB 3080.JPG,21,Potato___Late_blight
/workspace/leaf-jepa/data/plantvillage_raw/Strawberry___Leaf_scorch/9ba278ed-571c-4d15-899b-4c8b02fe554b___RS_L.Scorch 1304.JPG,26,Strawberry___Leaf_scorch
/workspace/leaf-jepa/data/plantvillage_raw/Squash___Powdery_mildew/adb8bbb6-964c-4c81-b7db-713d89a4a600___UMD_Powd.M 0416.JPG,25,Squash___Powdery_mildew
/workspace/leaf-jepa/data/plantvillage_raw/Soybean___healthy/ead7ac0c-9622-450f-ab66-f41073aff39a___RS_HL 6244.JPG,24,Soybean___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Apple___Black_rot/0199a733-6d3f-4e66-a903-2d1d34457871___JR_FrgE.S 3079.JPG,1,Apple___Black_rot
/workspace/leaf-jepa/data/plantvillage_raw/Blueberry___healthy/77de0ada-d1ad-4883-ab1f-99e88a32f81f___RS_HL 0769.JPG,4,Blueberry___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Grape___Leaf_blight_(Isariopsis_Leaf_Spot)/d3d62bd0-f903-4774-82e8-f369346d402a___FAM_L.Blight 1557.JPG,13,Grape___Leaf_blight_(Isariopsis_Leaf_Spot)
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Spider_mites Two-spotted_spider_mite/1e0e0b1b-bc70-486b-9d85-f6e3ca348516___Com.G_SpM_FL 1285.JPG,33,Tomato___Spider_mites Two-spotted_spider_mite
/workspace/leaf-jepa/data/plantvillage_raw/Orange___Haunglongbing_(Citrus_greening)/e9acde86-5f10-42bb-8c40-fa1d6bda232d___CREC_HLB 6537.JPG,15,Orange___Haunglongbing_(Citrus_greening)
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Bacterial_spot/a91426e9-ff5c-4b53-8d08-b3a0e0fcb6e8___UF.GRC_BS_Lab Leaf 9004.JPG,28,Tomato___Bacterial_spot
/workspace/leaf-jepa/data/plantvillage_raw/Corn_(maize)___Northern_Leaf_Blight/1e880696-d92b-4dbd-83d7-9ca9f8f00965___RS_NLB 4275.JPG,9,Corn_(maize)___Northern_Leaf_Blight
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Leaf_Mold/c661bd24-6fcf-4802-9010-68ef6e2e7fa8___Crnl_L.Mold 6644.JPG,31,Tomato___Leaf_Mold
/workspace/leaf-jepa/data/plantvillage_raw/Orange___Haunglongbing_(Citrus_greening)/0dc4a323-116c-4fed-89a2-b82bcce58105___CREC_HLB 7813.JPG,15,Orange___Haunglongbing_(Citrus_greening)
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Tomato_Yellow_Leaf_Curl_Virus/9c1adbe5-7451-49fc-adab-141f97949ac1___YLCV_GCREC 2650.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Target_Spot/ab2bb1d8-ae76-4522-8933-8137c9b3ff61___Com.G_TgS_FL 7982.JPG,34,Tomato___Target_Spot
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Tomato_Yellow_Leaf_Curl_Virus/f6280660-1f0b-41a8-858e-9103c4f1d342___YLCV_NREC 2392.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
/workspace/leaf-jepa/data/plantvillage_raw/Soybean___healthy/2f12c09e-10e7-4272-9d13-9073089c9f7d___RS_HL 2754.JPG,24,Soybean___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Bacterial_spot/e8d5ea0b-2943-4529-9238-b0f7d087250b___GCREC_Bact.Sp 3056.JPG,28,Tomato___Bacterial_spot
/workspace/leaf-jepa/data/plantvillage_raw/Orange___Haunglongbing_(Citrus_greening)/0e9f0daa-d066-4ccc-9ef9-f0cf160c3941___CREC_HLB 6607.JPG,15,Orange___Haunglongbing_(Citrus_greening)
/workspace/leaf-jepa/data/plantvillage_raw/Apple___Apple_scab/a7609a35-fd75-4ec3-868a-eb97b9ffd096___FREC_Scab 3032.JPG,0,Apple___Apple_scab
/workspace/leaf-jepa/data/plantvillage_raw/Soybean___healthy/124c32b3-6a2e-4e8c-b16f-55d4d5773cb6___RS_HL 3288.JPG,24,Soybean___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Grape___Black_rot/582eaaed-9c7a-4f3d-a1e8-a8b79efb8175___FAM_B.Rot 3331.JPG,11,Grape___Black_rot
/workspace/leaf-jepa/data/plantvillage_raw/Apple___Black_rot/c47676f2-2302-4efb-9598-6b51a45e28f7___JR_FrgE.S 8803.JPG,1,Apple___Black_rot
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___healthy/d8ce2a81-c366-4a88-bde3-ee9a98e1e30c___RS_HL 0036.JPG,37,Tomato___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Early_blight/bab7dc71-f5d2-4b07-a582-11a13f785b3d___RS_Erly.B 7764.JPG,29,Tomato___Early_blight
"/workspace/leaf-jepa/data/plantvillage_raw/Pepper,_bell___healthy/c0da16ab-82d4-4572-98a0-4bf4057fd6e4___JR_HL 8716.JPG",19,"Pepper,_bell___healthy"
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Tomato_Yellow_Leaf_Curl_Virus/88614302-e6d2-4327-a4fb-a3db9c9ea72e___YLCV_NREC 2861.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Tomato_Yellow_Leaf_Curl_Virus/d0569690-a373-48a5-8b40-3d493e2a680d___YLCV_NREC 2891.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
/workspace/leaf-jepa/data/plantvillage_raw/Orange___Haunglongbing_(Citrus_greening)/f4adb937-8e3a-48bf-8c6b-a0e276a3f5f1___CREC_HLB 7859.JPG,15,Orange___Haunglongbing_(Citrus_greening)
/workspace/leaf-jepa/data/plantvillage_raw/Cherry_(including_sour)___healthy/135f64b7-91ed-40b5-a27b-9a8a602001ec___JR_HL 9878 copy.JPG,6,Cherry_(including_sour)___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Late_blight/a3bc64bb-72e4-421b-8233-04ca788f6fe3___RS_Late.B 5450.JPG,30,Tomato___Late_blight
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Tomato_mosaic_virus/8b43c3f3-73ae-47bc-a620-079ebeeb10a4___PSU_CG 2094.JPG,36,Tomato___Tomato_mosaic_virus
/workspace/leaf-jepa/data/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/ef4c52e5-d7d8-4996-b445-42478df2c353___FREC_Pwd.M 0584.JPG,5,Cherry_(including_sour)___Powdery_mildew
/workspace/leaf-jepa/data/plantvillage_raw/Orange___Haunglongbing_(Citrus_greening)/a38c2db8-4b48-426d-8d1f-79e96f08d8df___CREC_HLB 7763.JPG,15,Orange___Haunglongbing_(Citrus_greening)
/workspace/leaf-jepa/data/plantvillage_raw/Raspberry___healthy/1a68536e-6769-45f3-940f-6bd2897ec4e3___Mary_HL 9327.JPG,23,Raspberry___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Cherry_(including_sour)___healthy/df171611-2cad-4afb-bfe6-74497903addb___JR_HL 9856.JPG,6,Cherry_(including_sour)___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Late_blight/c933cfb7-d1c7-420b-88d0-7df28ae6ab2d___GHLB_PS Leaf 36.1 Day 13.jpg,30,Tomato___Late_blight
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___healthy/bc5416cb-a48f-4ed0-ab8e-0ffd7ef25f12___RS_HL 9992.JPG,37,Tomato___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Tomato_Yellow_Leaf_Curl_Virus/de190354-bc33-4963-9d8f-2dacc4d59f9e___UF.GRC_YLCV_Lab 02259.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
/workspace/leaf-jepa/data/plantvillage_raw/Grape___Esca_(Black_Measles)/2f89c58c-1bc4-40f7-babf-b1f1dc2cffc9___FAM_B.Msls 3969.JPG,12,Grape___Esca_(Black_Measles)
/workspace/leaf-jepa/data/plantvillage_raw/Squash___Powdery_mildew/b7a4a343-0113-4824-bf19-69c8afa68aeb___MD_Powd.M 0913.JPG,25,Squash___Powdery_mildew
/workspace/leaf-jepa/data/plantvillage_raw/Corn_(maize)___Common_rust_/RS_Rust 1943.JPG,8,Corn_(maize)___Common_rust_
/workspace/leaf-jepa/data/plantvillage_raw/Cherry_(including_sour)___Powdery_mildew/e8d9d6fa-568e-4834-a246-d34e1478c77c___FREC_Pwd.M 4884.JPG,5,Cherry_(including_sour)___Powdery_mildew
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Tomato_Yellow_Leaf_Curl_Virus/504c0aab-3d35-4d87-8c49-597d299da85e___YLCV_NREC 2442.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
/workspace/leaf-jepa/data/plantvillage_raw/Raspberry___healthy/eda7f6bf-dc99-4287-a38c-f259e2f21886___Mary_HL 9323.JPG,23,Raspberry___healthy
/workspace/leaf-jepa/data/plantvillage_raw/Orange___Haunglongbing_(Citrus_greening)/a882b688-8703-40dd-81c3-c23b7a05b824___CREC_HLB 3975.JPG,15,Orange___Haunglongbing_(Citrus_greening)
/workspace/leaf-jepa/data/plantvillage_raw/Strawberry___Leaf_scorch/97bcae7e-cee8-4537-aad3-2732e6f1ad88___RS_L.Scorch 1302.JPG,26,Strawberry___Leaf_scorch
/workspace/leaf-jepa/data/plantvillage_raw/Tomato___Tomato_Yellow_Leaf_Curl_Virus/b6d776d1-2edf-4ff2-85fc-30a12a4b01bb___YLCV_GCREC 5295.JPG,35,Tomato___Tomato_Yellow_Leaf_Curl_Virus
