filepath,class_name,label_idx
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7724052d-0e83-4dcf-9853-c05d5285dafe___YLCV_GCREC 5519.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Target_Spot\086c833c-f885-4b46-9417-a6a3406dadbe___Com.G_TgS_FL 7985.JPG,Tomato___Target_Spot,34
..\..\data\plantvillage_raw\Squash___Powdery_mildew\1e9ea44c-f637-4c26-8501-fce34e2d04c9___MD_Powd.M 0863.JPG,Squash___Powdery_mildew,25
..\..\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\534e86f0-1e17-4fa0-b042-b0b26ab53eb4___RS_NLB 3745.JPG,Corn_(maize)___Northern_Leaf_Blight,9
..\..\data\plantvillage_raw\Tomato___Bacterial_spot\2faa1509-6ea7-4e78-90f8-67846ad62a1c___GCREC_Bact.Sp 6207.JPG,Tomato___Bacterial_spot,28
..\..\data\plantvillage_raw\Blueberry___healthy\8c35c66a-c871-4ccd-bdf7-8c8de9e13f4a___RS_HL 5364.JPG,Blueberry___healthy,4
..\..\data\plantvillage_raw\Tomato___Late_blight\5c6dfda8-1d4e-4ad0-92b1-5c6ffc790ea1___RS_Late.B 6223.JPG,Tomato___Late_blight,30
..\..\data\plantvillage_raw\Tomato___Early_blight\1a8bd88f-309f-4392-b387-7cb423ef0ab6___RS_Erly.B 7366.JPG,Tomato___Early_blight,29
..\..\data\plantvillage_raw\Strawberry___Leaf_scorch\29e56679-80ca-4254-b95b-392645fd9b7f___RS_L.Scorch 0792.JPG,Strawberry___Leaf_scorch,26
..\..\data\plantvillage_raw\Soybean___healthy\ad3f21cb-fa98-4009-aeeb-efc723701e3c___RS_HL 4834.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\117ed404-3f06-41d1-924a-9e39115a7f6f___CREC_HLB 5265.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\f4237b29-cc98-4d8e-9307-fc0d66fd316a___UF.Citrus_HLB_Lab 0926.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Tomato___Bacterial_spot\0c09c121-e945-4b7e-acbf-dff4e0d01acb___GCREC_Bact.Sp 3379.JPG,Tomato___Bacterial_spot,28
..\..\data\plantvillage_raw\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\ccc55a8a-35d3-4621-88a0-0f81af01a7ad___RS_GLSp 3811.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,7
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\5fe5044a-c2c2-4c8b-b14e-14b8e8f0594b___UF.Citrus_HLB_Lab 0165.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\6913ab0a-7a1b-4d58-8e99-6b0921352808___YLCV_GCREC 2203.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Squash___Powdery_mildew\0f8e7885-5829-4231-953f-fa4a271386a9___UMD_Powd.M 0222.JPG,Squash___Powdery_mildew,25
..\..\data\plantvillage_raw\Soybean___healthy\682581b9-eee2-4da1-a50b-879277e1030d___RS_HL 5510.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Soybean___healthy\018c61ed-c8cd-4e0c-b0e1-4f2531eeed6b___RS_HL 2880.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Squash___Powdery_mildew\29ef923e-3d4d-4119-afe8-61fea1fa3e5a___UMD_Powd.M 0729.JPG,Squash___Powdery_mildew,25
"..\..\data\plantvillage_raw\Pepper,_bell___healthy\7fddbc3d-a9aa-4fb8-8dd6-321891a00c75___JR_HL 5969.JPG","Pepper,_bell___healthy",19
..\..\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\dc425939-95f6-4cec-b669-73d61947c66b___RS_NLB 0834.JPG,Corn_(maize)___Northern_Leaf_Blight,9
"..\..\data\plantvillage_raw\Pepper,_bell___healthy\5e80e275-c382-422e-9fea-b27afe385d9e___JR_HL 8394.JPG","Pepper,_bell___healthy",19
..\..\data\plantvillage_raw\Peach___healthy\19c1fce2-2b91-406a-9b71-f10e9f240646___Rutg._HL 3595.JPG,Peach___healthy,17
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8346c330-dec6-4c68-814b-d3065a2b1dae___UF.GRC_YLCV_Lab 02742.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a0cd91a3-0d02-4985-b8ab-eaa7b27c975a___UF.GRC_YLCV_Lab 01848.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Late_blight\86992828-48ea-428c-bb7d-0c89365314b9___GHLB_PS Leaf 18.2 Day 8.jpg,Tomato___Late_blight,30
..\..\data\plantvillage_raw\Raspberry___healthy\d20b63ce-4849-4c33-960e-74ac2ddb048c___Mary_HL 6319.JPG,Raspberry___healthy,23
..\..\data\plantvillage_raw\Blueberry___healthy\ad8a8ab9-0d99-46a4-86fa-7a1bc5046345___RS_HL 0619.JPG,Blueberry___healthy,4
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\f9dddcf7-dcc1-4e35-a1cc-479586fc389e___UF.Citrus_HLB_Lab 0066.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9db437d3-5178-41dc-9096-c97f7529d4d9___UF.GRC_YLCV_Lab 02433.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d0569690-a373-48a5-8b40-3d493e2a680d___YLCV_NREC 2891.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\80dd36a8-5ce2-47eb-9d19-508ce9d72efe___YLCV_NREC 2447.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\baee605d-65b3-4001-9bb5-05cd17855c78___Com.G_SpM_FL 8691.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9bbf5b8a-6a57-4e96-86d6-fd64be111993___UF.GRC_YLCV_Lab 01462.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Early_blight\1e503089-ae6a-4340-8c3c-f44cbaa6cf6f___RS_Erly.B 8264.JPG,Tomato___Early_blight,29
..\..\data\plantvillage_raw\Tomato___Septoria_leaf_spot\a7ef1e20-bcbe-41b8-8148-a093ed765f09___Matt.S_CG 7780.JPG,Tomato___Septoria_leaf_spot,32
..\..\data\plantvillage_raw\Cherry_(including_sour)___Powdery_mildew\c11965f5-8920-4266-9f47-5dce992bd4c6___FREC_Pwd.M 4525.JPG,Cherry_(including_sour)___Powdery_mildew,5
..\..\data\plantvillage_raw\Peach___Bacterial_spot\87bc40b1-136d-4aa0-ac70-26f4179c1d05___Rut._Bact.S 1284.JPG,Peach___Bacterial_spot,16
..\..\data\plantvillage_raw\Soybean___healthy\91cb1da4-33b4-4db5-b2d5-708f371963af___RS_HL 5994.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Grape___Black_rot\1a6aabd0-7ca8-4074-a457-5a8f3662a7d7___FAM_B.Rot 3539.JPG,Grape___Black_rot,11
..\..\data\plantvillage_raw\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\14ba628c-fdec-4788-869f-9c759de1c97d___FAM_L.Blight 1480.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13
..\..\data\plantvillage_raw\Potato___Early_blight\4e7faad5-4f3c-432a-8a71-bbe198aece77___RS_Early.B 7354.JPG,Potato___Early_blight,20
..\..\data\plantvillage_raw\Cherry_(including_sour)___healthy\53e48eeb-608e-4660-9297-a5ff6f193e48___JR_HL 9792.JPG,Cherry_(including_sour)___healthy,6
..\..\data\plantvillage_raw\Tomato___Septoria_leaf_spot\af7fb316-b07c-4ff1-a724-72149184defb___Matt.S_CG 5981.JPG,Tomato___Septoria_leaf_spot,32
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\797266f3-1a6d-4201-a4d8-01cff698bfdb___UF.GRC_YLCV_Lab 01619.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Blueberry___healthy\0d8e77c4-1930-456c-b429-e8774653a8cd___RS_HL 2272.JPG,Blueberry___healthy,4
..\..\data\plantvillage_raw\Soybean___healthy\8f8716a4-9ec0-4804-9e42-5ab4dcff0d07___RS_HL 5051.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\5fb2fc12-fe5f-47bd-865a-d06eb58132dd___CREC_HLB 4671.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\ddf5f593-f46b-474b-8c32-fea16e5a268c___CREC_HLB 5642.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\a9f8dc74-80c2-47d5-98e9-ac83c003b2b0___Com.G_SpM_FL 1230.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
..\..\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\37665d4b-1063-4929-b9e1-88fb5439cdfb___RS_NLB 0765.JPG,Corn_(maize)___Northern_Leaf_Blight,9
..\..\data\plantvillage_raw\Tomato___healthy\c41aefc3-843c-49c9-8c8f-15c0e1dbc507___RS_HL 9857.JPG,Tomato___healthy,37
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\391fc912-874a-4ccd-a397-e64333fba679___UF.GRC_YLCV_Lab 01509.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Target_Spot\3cfe6553-5214-4227-801d-62767fbbc904___Com.G_TgS_FL 0686.JPG,Tomato___Target_Spot,34
..\..\data\plantvillage_raw\Apple___healthy\594c429c-488e-4d8e-9b44-c3929cecafc9___RS_HL 5878.JPG,Apple___healthy,3
..\..\data\plantvillage_raw\Peach___Bacterial_spot\76ea49a8-f2d1-4c2e-a3a7-6725baecb812___Rutg._Bact.S 1218.JPG,Peach___Bacterial_spot,16
..\..\data\plantvillage_raw\Strawberry___Leaf_scorch\db02efe8-783b-4d38-86be-a990ac088db8___RS_L.Scorch 1369.JPG,Strawberry___Leaf_scorch,26
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\c0363fb6-4524-4bcf-bb28-f1f912a643a1___CREC_HLB 5673.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Blueberry___healthy\b98cab5f-75e2-4585-b0db-d3f5d978e17b___RS_HL 2521.JPG,Blueberry___healthy,4
..\..\data\plantvillage_raw\Tomato___Early_blight\ec5d1d0a-2909-4c2d-81d5-4bbed298167b___RS_Erly.B 6340.JPG,Tomato___Early_blight,29
..\..\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\3237c6fb-59b2-404a-8cbc-81f5e61304d0___Com.G_SpM_FL 8611.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
..\..\data\plantvillage_raw\Corn_(maize)___healthy\be7c9d7f-2a89-4364-9173-76eecdd3d29e___R.S_HL 8298 copy.jpg,Corn_(maize)___healthy,10
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\18a45a0a-98cd-4e97-9a3e-44c8a952baf4___UF.GRC_YLCV_Lab 01319.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Potato___Late_blight\55c87fde-32cc-474c-a25a-1846d39aa6f4___RS_LB 2683.JPG,Potato___Late_blight,21
..\..\data\plantvillage_raw\Tomato___Bacterial_spot\a3df33d5-b1e6-49f8-93c4-013e47b5acc3___GCREC_Bact.Sp 3044.JPG,Tomato___Bacterial_spot,28
..\..\data\plantvillage_raw\Peach___healthy\6a2f2cb0-1a49-47ea-97a0-10ef2704c97d___Rutg._HL 3687.JPG,Peach___healthy,17
..\..\data\plantvillage_raw\Blueberry___healthy\a0fef3ff-ee9a-4e33-a5e2-7c09e93a727d___RS_HL 4948.JPG,Blueberry___healthy,4
..\..\data\plantvillage_raw\Strawberry___healthy\f755c827-8e42-4cc1-a8fa-30951a9fc91c___RS_HL 2095.JPG,Strawberry___healthy,27
..\..\data\plantvillage_raw\Tomato___Leaf_Mold\5fc8babb-214b-459a-9440-898cedeb4944___Crnl_L.Mold 8667.JPG,Tomato___Leaf_Mold,31
..\..\data\plantvillage_raw\Grape___Esca_(Black_Measles)\7fd6b840-34c5-4f51-bf28-49d4709b4592___FAM_B.Msls 1843.JPG,Grape___Esca_(Black_Measles),12
..\..\data\plantvillage_raw\Tomato___Septoria_leaf_spot\6918835e-c3c4-4c9d-a212-35c1b9766f11___Matt.S_CG 0715.JPG,Tomato___Septoria_leaf_spot,32
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\27e2f0b9-7fd0-42ed-990f-81c90bee81b8___UF.Citrus_HLB_Lab 1082.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Peach___healthy\d5cef93b-b589-4bbc-a383-c717a80bd915___Rutg._HL 2452.JPG,Peach___healthy,17
"..\..\data\plantvillage_raw\Pepper,_bell___Bacterial_spot\d8b6995c-51c0-4c90-bd2e-3a6f563ce7a5___NREC_B.Spot 9184.JPG","Pepper,_bell___Bacterial_spot",18
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\71a426ae-9e4b-4428-9c00-90113a9d128e___UF.GRC_YLCV_Lab 02686.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
"..\..\data\plantvillage_raw\Pepper,_bell___healthy\caf87fb1-fb9e-46f1-9b25-a1586f502886___JR_HL 7989.JPG","Pepper,_bell___healthy",19
..\..\data\plantvillage_raw\Soybean___healthy\7e3e4b51-92fc-49fe-98ae-b869e67269f9___RS_HL 5252.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\89921bb6-15b2-4db1-9723-15edf6b0b52b___CREC_HLB 5505.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Tomato___Bacterial_spot\95a89332-3fb0-49cd-98f4-3f1551ebcd6f___UF.GRC_BS_Lab Leaf 0406.JPG,Tomato___Bacterial_spot,28
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4fea7725-bb98-4e06-a8c4-764e66c809ac___YLCV_GCREC 1966.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Soybean___healthy\68b08532-4e65-47d1-945f-61df90ae26c3___RS_HL 5161.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\db2e4d72-f81d-45c0-9eb7-8e8b56cffb60___FAM_L.Blight 1565.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13
..\..\data\plantvillage_raw\Tomato___Septoria_leaf_spot\71407f13-68e6-4784-a820-74e775f58beb___Matt.S_CG 1537.JPG,Tomato___Septoria_leaf_spot,32
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4ceb29aa-f18e-4ce2-8994-31c21e237bd1___UF.GRC_YLCV_Lab 01605.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Target_Spot\06ddddf1-c107-4e34-9546-676f00f52254___Com.G_TgS_FL 8070.JPG,Tomato___Target_Spot,34
..\..\data\plantvillage_raw\Corn_(maize)___healthy\816bd8fe-3209-4aa5-8e10-10da14f78508___R.S_HL 7967 copy.jpg,Corn_(maize)___healthy,10
"..\..\data\plantvillage_raw\Pepper,_bell___healthy\e57adc99-0329-4dd4-96b7-0bb087c020cb___JR_HL 8706.JPG","Pepper,_bell___healthy",19
..\..\data\plantvillage_raw\Soybean___healthy\0edc8acf-0348-406e-a409-6a578ad8c604___RS_HL 3414.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Apple___Cedar_apple_rust\4bd5f28f-beb3-4b27-b4f1-7e94b332ef93___FREC_C.Rust 9932.JPG,Apple___Cedar_apple_rust,2
..\..\data\plantvillage_raw\Soybean___healthy\783ce998-9d07-465b-8aa5-00a748f303b6___RS_HL 7376.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\9a4feadf-4940-4c42-9dd8-18f0e98c4c58___RS_NLB 3539.JPG,Corn_(maize)___Northern_Leaf_Blight,9
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\72b71174-321b-4813-839e-69aeab827972___CREC_HLB 5019.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Squash___Powdery_mildew\599ac134-8a46-463b-b3c3-cff143b5873c___MD_Powd.M 0454.JPG,Squash___Powdery_mildew,25
"..\..\data\plantvillage_raw\Pepper,_bell___healthy\1bbdce5c-a65c-4ddc-81b7-6f80e6254734___JR_HL 8387.JPG","Pepper,_bell___healthy",19
..\..\data\plantvillage_raw\Soybean___healthy\0d58252a-92a3-4817-8d06-b8480cf0e8a7___RS_HL 3861.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\7231252d-783a-4fd9-87d1-f1867b5f74c7___FAM_L.Blight 1443.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\767068d4-5334-45b8-a544-27b57b001fb1___CREC_HLB 4329.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\a29848b4-f4ea-4e64-9eb1-694e7d891389___UF.Citrus_HLB_Lab 1599.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Corn_(maize)___Common_rust_\RS_Rust 2304.JPG,Corn_(maize)___Common_rust_,8
..\..\data\plantvillage_raw\Corn_(maize)___healthy\e7acc1f5-27d0-4e72-aec0-a5b102cd9403___R.S_HL 8180 copy.jpg,Corn_(maize)___healthy,10
..\..\data\plantvillage_raw\Squash___Powdery_mildew\d2d78915-c096-41e1-9f51-3ff266a02efe___UMD_Powd.M 0468.JPG,Squash___Powdery_mildew,25
..\..\data\plantvillage_raw\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\86d512cb-65b5-401d-8b98-43cd03dbe815___RS_GLSp 9332.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,7
..\..\data\plantvillage_raw\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\5ae558a8-4305-415c-9b99-3e3062011d1b___FAM_L.Blight 4904.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13
..\..\data\plantvillage_raw\Tomato___healthy\ca15ccb7-1f30-4dd6-aa46-8494a41c3a9d___RS_HL 9757.JPG,Tomato___healthy,37
..\..\data\plantvillage_raw\Peach___healthy\e4e51261-5ca9-4757-bd44-d2e0729db030___Rutg._HL 3744.JPG,Peach___healthy,17
..\..\data\plantvillage_raw\Strawberry___Leaf_scorch\f0afdb9e-9af4-4c0a-b1b0-67db12985d3d___RS_L.Scorch 1498.JPG,Strawberry___Leaf_scorch,26
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\883bf884-6674-4e56-9272-bc81b85fdd75___CREC_HLB 6745.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\0d75f8f5-ad09-41de-89d4-e6e36fcf9d17___CREC_HLB 7867.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Strawberry___Leaf_scorch\16311953-0608-43c1-829d-d78b990a0fa4___RS_L.Scorch 0995.JPG,Strawberry___Leaf_scorch,26
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4f5f7643-a0aa-4dc4-ae00-a17097e949e9___UF.GRC_YLCV_Lab 03387.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\0a14b65b-2e45-4bed-be45-c482a40a4f7c___UF.GRC_YLCV_Lab 02090.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\83327a8d-9bfd-49d6-9fc9-bc065a379bce___RS_NLB 4044 copy 2.jpg,Corn_(maize)___Northern_Leaf_Blight,9
..\..\data\plantvillage_raw\Cherry_(including_sour)___healthy\6fdf8890-145d-4390-9e9d-eb529a4abb3d___JR_HL 4252.JPG,Cherry_(including_sour)___healthy,6
..\..\data\plantvillage_raw\Grape___Black_rot\315c24e9-0f5a-4546-a2ce-4c878108e27d___FAM_B.Rot 3065.JPG,Grape___Black_rot,11
..\..\data\plantvillage_raw\Cherry_(including_sour)___Powdery_mildew\f0bd1b72-eaaa-4a37-b84f-ff62bb1214f4___FREC_Pwd.M 4540.JPG,Cherry_(including_sour)___Powdery_mildew,5
..\..\data\plantvillage_raw\Tomato___healthy\541d6033-1cc7-4c86-a37b-423bc08d25a7___RS_HL 9973.JPG,Tomato___healthy,37
..\..\data\plantvillage_raw\Soybean___healthy\a313b5a4-e068-48c9-a7af-b7d8f4916907___RS_HL 3892.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\528ff748-bf1c-4b75-99ac-643c91a92fa7___RS_NLB 3970.JPG,Corn_(maize)___Northern_Leaf_Blight,9
..\..\data\plantvillage_raw\Grape___Black_rot\3a101308-a8fc-4890-9dc9-48ae5a443790___FAM_B.Rot 0362.JPG,Grape___Black_rot,11
..\..\data\plantvillage_raw\Peach___Bacterial_spot\b03ffd06-fc70-4d67-8234-49dc8192a5d4___Rut._Bact.S 3419.JPG,Peach___Bacterial_spot,16
..\..\data\plantvillage_raw\Soybean___healthy\9d379612-fd37-4867-af91-d033b944253d___RS_HL 4186.JPG,Soybean___healthy,24
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f60044f6-40aa-4181-ac8c-3c79bb42a3fe___UF.GRC_YLCV_Lab 01817.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
..\..\data\plantvillage_raw\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\7f7a4bf4-a29f-4735-8ad8-246d379040a4___FAM_L.Blight 1642.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13
..\..\data\plantvillage_raw\Peach___Bacterial_spot\e5d80862-b7b6-4b2d-919a-b993f56d234e___Rutg._Bact.S 1497.JPG,Peach___Bacterial_spot,16
..\..\data\plantvillage_raw\Raspberry___healthy\eb8b3204-11d3-4a9b-b7b8-b24a60ef3d57___Mary_HL 9187.JPG,Raspberry___healthy,23
..\..\data\plantvillage_raw\Tomato___Late_blight\407672bf-00e1-4362-acf9-cf10aae32dec___GHLB2 Leaf 8844.JPG,Tomato___Late_blight,30
..\..\data\plantvillage_raw\Tomato___Target_Spot\41048a22-282d-4809-b0cf-7ce721d0bc77___Com.G_TgS_FL 0691.JPG,Tomato___Target_Spot,34
..\..\data\plantvillage_raw\Orange___Haunglongbing_(Citrus_greening)\129f11ab-2b92-4892-b09e-ab4cdf438947___CREC_HLB 6675.JPG,Orange___Haunglongbing_(Citrus_greening),15
..\..\data\plantvillage_raw\Potato___healthy\3a1dbeee-089c-43f0-8f51-a92d3687a515___RS_HL 1754.JPG,Potato___healthy,22
..\..\data\plantvillage_raw\Squash___Powdery_mildew\bb000b40-fa65-4f51-9acc-9bc60028d0eb___MD_Powd.M 0034.JPG,Squash___Powdery_mildew,25
..\..\data\plantvillage_raw\Tomato___Tomato_Yellow_Leaf_Curl_Virus\43a73727-237f-40e0-b7e1-95bf4d0eb756___YLCV_GCREC 5343.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35
