filepath,class_name,label_idx
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\a4cc86e3-ac4d-4b72-89a2-6cf106831908___RS_Early.B 7346.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\4f71ba26-6612-427b-8dc0-4d8cc909f1fa___RS_Early.B 7122.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\37c72e1c-7981-4d84-9587-f5014b609230___RS_Early.B 7457.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\93c3dfcc-de7c-4ae9-9d18-4042f53e3d1f___RS_Early.B 7872.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\d9ebe6a0-d46e-47fe-950e-938f7ce83afb___RS_Early.B 7419.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\7a7ff9ee-1d6f-4ca8-a393-9c56ca74d7bb___RS_Early.B 8158.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\74316ef6-7cce-4ed9-8fbf-9bf42d14657c___RS_Early.B 7352.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\cac99520-3403-4602-961d-3a668bb980fb___RS_Early.B 7388.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\3ab17a89-2e50-49c2-bb75-518369da98c1___RS_Early.B 8636.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\292a3f93-96a2-4b0d-879f-581136c57bcf___RS_Early.B 7099.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\b54a2105-b9a4-4665-9e34-44df46d0be5a___RS_Early.B 8507.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\fc87399a-b45c-4b0f-a6c9-54f0e4f9d3c5___RS_Early.B 7277.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\e24cb505-5756-4269-aa4f-57d27da31b20___RS_Early.B 8973.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Potato___Early_blight\9141a8b4-6144-446d-b71d-925bcd432840___RS_Early.B 8648.JPG,Potato___Early_blight,20
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\43c48ef9-6312-48e2-a6c6-1282ad331cf5___R.S_HL 7960 copy 3.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\0f3ce24e-fcf4-4738-94db-dc39881c0c73___R.S_HL 8038 copy.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\af750927-82e2-4089-a40f-b4c86eec3118___R.S_HL 7883 copy.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\e2e6d3f1-9f01-44e6-a466-0272b8663f8e___R.S_HL 8307 copy.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\c68b1b16-887b-4647-bb13-70474fd7e5ae___R.S_HL 0633 copy 3.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\b64f0fd8-4000-4675-81f9-e692a477a3ac___R.S_HL 8067 copy 2.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\50d502de-24fe-4929-bd9d-9bbe9bdb6541___R.S_HL 8052 copy 2.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\403c1b73-5eef-412c-9913-39909a5cedaf___R.S_HL 0636 copy 2.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\600f5c3a-2156-4485-b74a-c14a16534706___R.S_HL 7958 copy.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\e29df32e-9fec-4ef4-b0fd-e71cf4f567ce___R.S_HL 5527 copy.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\0af3d913-471e-4769-9372-e0af517ba507___R.S_HL 5524 copy 2.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\3fdcf34b-cddd-4428-912b-251f982ec0da___R.S_HL 5542 copy 2.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\16826b2f-b614-47ed-bd5c-198c0054723a___R.S_HL 0634 copy 2.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\e2819ae6-5e1f-4b49-96dd-5f130d73983c___R.S_HL 8282 copy 2.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\55dc128d-a5c8-4a38-8462-498f377f9e9c___R.S_HL 0610 copy 3.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\d16351b3-76fb-4d80-b2e4-2809bcf06380___R.S_HL 5538 copy.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\dda330f5-b5af-4cb0-9df3-83186cc879cc___R.S_HL 8205 copy 3.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\89bb38f9-2b37-446f-97db-58e856f339ad___R.S_HL 8281 copy 2.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\dcac2db4-95f4-4209-97fc-bccef6b0acca___R.S_HL 5537 copy 2.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___healthy\2ee333db-befc-4ef1-985f-d07df669eddc___R.S_HL 8131 copy.jpg,Corn_(maize)___healthy,10
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\37665d4b-1063-4929-b9e1-88fb5439cdfb___RS_NLB 0765.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\4f18b762-1a20-4367-bce3-41a58620a6d2___RS_NLB 4269.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\bbd889d4-9b31-4c2e-9b53-549f2020e6f4___RS_NLB 4170.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\e4113b41-f147-44d9-a531-2824bf5cad3c___RS_NLB 4048.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\b16c0215-4f50-400f-9251-ae74284a41dc___RS_NLB 4057 copy.jpg,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\5d3b81a4-890c-4792-a96a-66f19cf44750___RS_NLB 3883.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\b8dc4415-0b18-441b-af91-2d7741539b5d___RS_NLB 3514.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\2afe409f-5bae-46f0-bcec-9eeb69ecd12c___RS_NLB 0812.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\8b9ae2cf-fcc9-44f8-889a-4868014c70b4___RS_NLB 3936.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\ebc76210-8a22-44bc-8ef4-ff8c12357398___RS_NLB 4101.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\a41e31a6-c07f-43d0-8b62-c7aae76262e6___RS_NLB 3951.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\38b794a9-d3c7-4861-9cff-4465ed936f48___RS_NLB 3948.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\2c827454-4902-4ff2-9237-687281600a19___RS_NLB 3736.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\6b2ebc67-09f1-4d57-bdb4-65f5f5a6c7a2___RS_NLB 3876.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\5b019e22-e0b0-4430-b238-50876180cd07___RS_NLB 3717.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\248e2b4f-4a50-460a-8ef4-cc8fe3c8bd12___RS_NLB 3872.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\0b5eb8db-3477-488b-9cce-6a7712d895ab___RS_NLB 4232.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\a87efc8b-924b-4b99-820a-c4738bbdc446___RS_NLB 4259.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\fd9c7938-4f3f-448d-851b-042e287515f0___RS_NLB 3990.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Corn_(maize)___Northern_Leaf_Blight\19b752b4-9c83-48ab-96dc-d6756644680a___RS_NLB 3581.JPG,Corn_(maize)___Northern_Leaf_Blight,9
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\c71a53bd-045e-48a2-a7a3-2032688619af___Com.G_SpM_FL 1549.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\3b12d772-00c3-4cf9-9e2f-25f6aa027790___Com.G_SpM_FL 1244.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\fa497010-52f0-46df-90ab-c40e1d9bb34b___Com.G_SpM_FL 8542.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\6dff3d85-99fb-4c45-b046-ed003a68b35a___Com.G_SpM_FL 8689.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\c7f31a82-edfb-4462-88d9-d284b51aef83___Com.G_SpM_FL 8979.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\44051fdf-8fde-4c5a-8580-119c129b45b1___Com.G_SpM_FL 8945.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\f6a5fe20-bcc4-4c55-aaab-81415a7f7697___Com.G_SpM_FL 8546.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\e75ee5eb-d2c7-400a-8fd0-99cf0ec3e373___Com.G_SpM_FL 9595.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\e9d4d420-33ec-4321-ae6b-503efa353e69___Com.G_SpM_FL 1470.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\695e2809-20ee-462e-ad6f-2ee6f8704c2a___Com.G_SpM_FL 8531.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\c0fec09d-d9d3-4942-866d-c311fae73056___Com.G_SpM_FL 1379.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\88edbc3c-7373-46fd-b08b-e99408ea58db___Com.G_SpM_FL 1569.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\edd90a56-3a0f-4b3c-a55e-0e0a73bdf18d___Com.G_SpM_FL 1689.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\4cab6361-aae6-4bc4-bd5b-d206d4e7e942___Com.G_SpM_FL 1579.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\57c860fb-5102-433d-a7ec-09e540fb4866___Com.G_SpM_FL 1688.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\bdc998dc-38ff-44e3-bd1d-1e5a702ac37a___Com.G_SpM_FL 1503.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\acd53505-84a0-48da-924a-5ea032f52388___Com.G_SpM_FL 1252.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
D:\IRP\leaf-jepa\data\plantvillage_raw\Tomato___Spider_mites Two-spotted_spider_mite\c8a729fb-fd3d-44b1-8a70-c492cfc6d09f___Com.G_SpM_FL 1158.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33
